artifact_version,source_identity_key,prior_manifest_row_number,prior_manifest_sha256,prior_disposition,final_disposition,material,source_variant_id,historical_sku,historical_product_title,historical_variant_title,canonical_variant_id,continuity_role,continuity_pair_id,continuity_predecessor_variant_id,continuity_successor_variant_id,continuity_sale_periods_overlap,continuity_gap_days,continuity_evidence,terminal_exclusion_reason_code,raw_row_count,first_sale_date,last_sale_date,net_units,absolute_units,net_sales,absolute_sales,evidence_classification,evidence_version,owner_approval_basis,production_sales_backfill_id
PHASE4_TERMINAL_DISPOSITION_V1,41157730697291|3008870|SHANKY S WHIP BLACK SMOOTH IRISH LIQUEUR|750ML,232,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,MAP_TO_CANONICAL,true,41157730697291,3008870,Shanky's Whip Black Smooth Irish Liqueur,750ML,41318366380107,PREDECESSOR,41157730697291->41318366380107,41157730697291,41318366380107,false,203,exact nonblank SKU; exact normalized title/size; clean non-overlapping predecessor-to-successor chronology,,1,2025-01-08,2025-01-08,1.0000,1.0000,26.99,26.99,OWNER_APPROVED_HISTORICAL_CONTINUITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41157731713099|3001837|STOLICHNAYA VODKA|200ML,233,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,MAP_TO_CANONICAL,true,41157731713099,3001837,Stolichnaya Vodka,200ML,41318365790283,PREDECESSOR,41157731713099->41318365790283,41157731713099,41318365790283,false,17,exact nonblank SKU; exact normalized title/size; clean non-overlapping predecessor-to-successor chronology,,6,2025-01-31,2025-03-02,6.0000,6.0000,59.94,59.94,OWNER_APPROVED_HISTORICAL_CONTINUITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41157732171851|3003094|ZONIN WINEMAKER S COLLECTION CHIANTI DOCG|1.5L,234,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,MAP_TO_CANONICAL,true,41157732171851,3003094,Zonin Winemaker's Collection Chianti DOCG,1.5L,42017578483787,PREDECESSOR,41157732171851->42017578483787,41157732171851,42017578483787,false,111,owner-approved exception; exact normalized title/size; clean non-overlapping predecessor-to-successor chronology; incomplete SKU continuity,,9,2025-02-08,2025-10-18,12.0000,12.0000,143.88,143.88,OWNER_APPROVED_HISTORICAL_CONTINUITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41157779554379||CUTWATER BALI HAI TIKI RUM PUNCH|12OZ,235,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,RESTORE_HISTORICAL_IDENTITY,true,41157779554379,,Cutwater Bali Hai Tiki Rum Punch,12oz,41157779554379,,,,,,,,,16,2025-01-17,2025-08-27,21.0000,21.0000,272.79,272.79,PRESERVABLE_HISTORICAL_CANONICAL_IDENTITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41157779816523||DEEP EDDY VODKA TEA VARIETY PACK|6 PACK,237,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,MAP_TO_CANONICAL,true,41157779816523,,Deep Eddy Vodka + Tea Variety Pack,6 Pack,41716810448971,,,,,,,,,3,2024-12-27,2025-08-01,3.0000,3.0000,53.97,53.97,SAFE_MAP_UNIQUE_RECREATION_CONTINUITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41157780209739||JACK DANIEL S OLD NO. 7 TENNESSEE WHISKEY AND GINGER|12OZ,247,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,MAP_TO_CANONICAL,true,41157780209739,,Jack Daniel's Old No. 7 Tennessee Whiskey & Ginger,12oz,41716809891915,,,,,,,,,5,2025-04-01,2025-06-18,6.0000,6.0000,75.36,75.36,SAFE_MAP_UNIQUE_RECREATION_CONTINUITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41173654536267||GIFT BAG|WHITE,250,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,RESTORE_HISTORICAL_IDENTITY,true,41173654536267,,Gift Bag,White,41173654536267,,,,,,,,,2,2024-12-07,2024-12-09,4.0000,4.0000,7.96,7.96,PRESERVABLE_HISTORICAL_CANONICAL_IDENTITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41177526403147|576451|CHIVAS REGAL BLENDED SCOTCH 12 YR|750ML,251,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,MAP_TO_CANONICAL,true,41177526403147,576451,CHIVAS REGAL BLENDED SCOTCH 12 YR,750ML,41318365003851,PREDECESSOR,41177526403147->41318365003851,41177526403147,41318365003851,false,164,exact nonblank SKU; exact normalized title/size; clean non-overlapping predecessor-to-successor chronology,,2,2024-12-10,2024-12-24,2.0000,2.0000,71.98,71.98,OWNER_APPROVED_HISTORICAL_CONTINUITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41178335281227|9000474|POPOV VODKA|1.5L,252,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,EXCLUDE_UNATTRIBUTABLE,true,41178335281227,9000474,POPOV VODKA,1.5L,,,,,,,,,HISTORICAL_IDENTITY_UNATTRIBUTABLE_AFTER_EXHAUSTIVE_REVIEW,11,2024-12-30,2025-03-27,13.0000,13.0000,220.87,220.87,OWNER_APPROVED_POPOV_SIZE_CONFLICT_UNATTRIBUTABLE,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41178335281227|9000474|POPOV VODKA|1.75L,253,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,EXCLUDE_UNATTRIBUTABLE,true,41178335281227,9000474,POPOV VODKA,1.75L,,,,,,,,,HISTORICAL_IDENTITY_UNATTRIBUTABLE_AFTER_EXHAUSTIVE_REVIEW,11,2025-04-03,2026-01-02,11.0000,11.0000,186.89,186.89,OWNER_APPROVED_POPOV_SIZE_CONFLICT_UNATTRIBUTABLE,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41181949263947||TANQUERAY LONDON DRY GIN|750ML,254,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,MAP_TO_CANONICAL,true,41181949263947,,TANQUERAY LONDON DRY GIN,750ML,41318364348491,PREDECESSOR,41181949263947->41318364348491,41181949263947,41318364348491,false,61,owner-approved exception; exact normalized title/size; clean non-overlapping predecessor-to-successor chronology; incomplete SKU continuity,,2,2025-01-30,2025-02-09,2.0000,2.0000,65.98,65.98,OWNER_APPROVED_HISTORICAL_CONTINUITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41184285917259||BEEFEATER LONDON DRY GIN|750ML,255,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,MAP_TO_CANONICAL,true,41184285917259,,BEEFEATER LONDON DRY GIN,750ML,41318364053579,PREDECESSOR,41184285917259->41318364053579,41184285917259,41318364053579,false,65,owner-approved exception; exact normalized title/size; clean non-overlapping predecessor-to-successor chronology; incomplete SKU continuity,,2,2024-12-30,2025-02-20,2.0000,2.0000,53.98,53.98,OWNER_APPROVED_HISTORICAL_CONTINUITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41184296173643||PINNACLE VODKA|1.5L,256,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,RESTORE_HISTORICAL_IDENTITY,true,41184296173643,,PINNACLE VODKA,1.5L,41184296173643,,,,,,,,,10,2024-12-17,2025-02-23,11.0000,11.0000,241.89,241.89,PRESERVABLE_HISTORICAL_CANONICAL_IDENTITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41193768714315||APEROL APERITIVO|1L,257,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,RESTORE_HISTORICAL_IDENTITY,true,41193768714315,,Aperol Aperitivo,1L,41193768714315,,,,,,,,,1,2025-02-28,2025-02-28,1.0000,1.0000,32.99,32.99,PRESERVABLE_HISTORICAL_CANONICAL_IDENTITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41275354349643||DEEP EDDY PINEAPPLE|750ML,258,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,RESTORE_HISTORICAL_IDENTITY,true,41275354349643,,Deep Eddy Pineapple,750ML,41275354349643,,,,,,,,,11,2025-03-15,2026-06-21,12.0000,12.0000,239.88,239.88,PRESERVABLE_HISTORICAL_CANONICAL_IDENTITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41318364053579||BEEFEATER LONDON DRY GIN|750ML,261,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,RESTORE_HISTORICAL_IDENTITY,true,41318364053579,,Beefeater London Dry Gin,750ML,41318364053579,SUCCESSOR,41184285917259->41318364053579,41184285917259,41318364053579,false,65,owner-approved exception; exact normalized title/size; clean non-overlapping predecessor-to-successor chronology; incomplete SKU continuity,,9,2025-04-26,2026-01-22,10.0000,10.0000,269.90,269.90,PRESERVABLE_HISTORICAL_CANONICAL_IDENTITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41318364348491||TANQUERAY LONDON DRY GIN|750ML,262,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,RESTORE_HISTORICAL_IDENTITY,true,41318364348491,,TANQUERAY LONDON DRY GIN,750ML,41318364348491,SUCCESSOR,41181949263947->41318364348491,41181949263947,41318364348491,false,61,owner-approved exception; exact normalized title/size; clean non-overlapping predecessor-to-successor chronology; incomplete SKU continuity,,22,2025-04-11,2025-12-22,22.0000,22.0000,725.78,725.78,PRESERVABLE_HISTORICAL_CANONICAL_IDENTITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41318365003851|576451|CHIVAS REGAL BLENDED SCOTCH 12 YR|750ML,263,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,RESTORE_HISTORICAL_IDENTITY,true,41318365003851,576451,Chivas Regal Blended Scotch 12 YR,750ML,41318365003851,SUCCESSOR,41177526403147->41318365003851,41177526403147,41318365003851,false,164,exact nonblank SKU; exact normalized title/size; clean non-overlapping predecessor-to-successor chronology,,9,2025-06-06,2025-12-28,10.0000,10.0000,359.90,359.90,PRESERVABLE_HISTORICAL_CANONICAL_IDENTITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41318365790283|3001837|STOLICHNAYA VODKA|200ML,264,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,RESTORE_HISTORICAL_IDENTITY,true,41318365790283,3001837,Stolichnaya Vodka,200ML,41318365790283,SUCCESSOR,41157731713099->41318365790283,41157731713099,41318365790283,false,17,exact nonblank SKU; exact normalized title/size; clean non-overlapping predecessor-to-successor chronology,,18,2025-03-19,2026-02-23,18.0000,18.0000,179.82,179.82,PRESERVABLE_HISTORICAL_CANONICAL_IDENTITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41318366380107|3008870|SHANKY S WHIP BLACK SMOOTH IRISH LIQUEUR|750ML,265,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,RESTORE_HISTORICAL_IDENTITY,true,41318366380107,3008870,Shanky's Whip Black Smooth Irish Liqueur,750ML,41318366380107,SUCCESSOR,41157730697291->41318366380107,41157730697291,41318366380107,false,203,exact nonblank SKU; exact normalized title/size; clean non-overlapping predecessor-to-successor chronology,,5,2025-07-30,2025-11-15,5.0000,5.0000,134.95,134.95,PRESERVABLE_HISTORICAL_CANONICAL_IDENTITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41318366969931|9012114|FAIRBANKS WHITE PORT|3L,266,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,RESTORE_HISTORICAL_IDENTITY,true,41318366969931,9012114,Fairbanks White Port,3L,41318366969931,,,,,,,,,4,2025-11-26,2026-04-06,4.0000,4.0000,92.48,92.48,PRESERVABLE_HISTORICAL_CANONICAL_IDENTITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41318367035467|1230341|FAIRBANKS SHERRY|750ML,267,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,RESTORE_HISTORICAL_IDENTITY,true,41318367035467,1230341,Fairbanks Sherry,750ML,41318367035467,SUCCESSOR,41157727813707->41318367035467,41157727813707,41318367035467,false,106,exact nonblank SKU; exact normalized title/size; clean non-overlapping predecessor-to-successor chronology,,9,2025-06-15,2025-11-16,9.0000,9.0000,71.91,71.91,PRESERVABLE_HISTORICAL_CANONICAL_IDENTITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41318367985739|3003394|SHADES OF BLUE RIESLING|750ML,268,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,RESTORE_HISTORICAL_IDENTITY,true,41318367985739,3003394,Shades of Blue Riesling,750ML,41318367985739,SUCCESSOR,41157560664139->41318367985739,41157560664139,41318367985739,false,4,exact nonblank SKU; exact normalized title/size; clean non-overlapping predecessor-to-successor chronology,,23,2025-03-07,2026-04-08,31.0000,31.0000,306.71,306.71,PRESERVABLE_HISTORICAL_CANONICAL_IDENTITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41318368772171|9044729|MR. BOSTON VODKA 100 PROOF|200ML,269,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,RESTORE_HISTORICAL_IDENTITY,true,41318368772171,9044729,Mr. Boston Vodka 100 Proof,200ML,41318368772171,SUCCESSOR,41157558698059->41318368772171,41157558698059,41318368772171,false,27,exact nonblank SKU; exact normalized title/size; clean non-overlapping predecessor-to-successor chronology,,37,2025-03-26,2026-04-17,40.0000,40.0000,130.00,130.00,PRESERVABLE_HISTORICAL_CANONICAL_IDENTITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41318369853515|9001723|HENDRICK S GIN|1L,270,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,RESTORE_HISTORICAL_IDENTITY,true,41318369853515,9001723,Hendrick's Gin,1L,41318369853515,SUCCESSOR,41157555552331->41318369853515,41157555552331,41318369853515,false,36,exact nonblank SKU; exact normalized title/size; clean non-overlapping predecessor-to-successor chronology,,25,2025-03-14,2026-04-06,26.0000,26.0000,1221.74,1221.74,PRESERVABLE_HISTORICAL_CANONICAL_IDENTITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41318370148427|3004875|FIVE FARMS IRISH CREAM|50ML,271,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,RESTORE_HISTORICAL_IDENTITY,true,41318370148427,3004875,Five Farms Irish Cream,50ML,41318370148427,SUCCESSOR,41157554143307->41318370148427,41157554143307,41318370148427,false,29,exact nonblank SKU; exact normalized title/size; clean non-overlapping predecessor-to-successor chronology,,9,2025-03-15,2026-02-27,11.0000,11.0000,32.30,32.30,PRESERVABLE_HISTORICAL_CANONICAL_IDENTITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41318370443339|9256193|DISARONNO ORIGINALE|1L,272,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,RESTORE_HISTORICAL_IDENTITY,true,41318370443339,9256193,Disaronno Originale,1L,41318370443339,SUCCESSOR,41157553651787->41318370443339,41157553651787,41318370443339,false,91,exact nonblank SKU; exact normalized title/size; clean non-overlapping predecessor-to-successor chronology,,7,2025-04-12,2025-12-09,7.0000,7.0000,280.56,280.56,PRESERVABLE_HISTORICAL_CANONICAL_IDENTITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41318377291851||WILD TURKEY AMERICAN HONEY LIQUEUR|1L,273,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,RESTORE_HISTORICAL_IDENTITY,true,41318377291851,,Wild Turkey American Honey Liqueur,1L,41318377291851,SUCCESSOR,41157214175307->41318377291851,41157214175307,41318377291851,false,58,owner-approved exception; exact normalized title/size; clean non-overlapping predecessor-to-successor chronology; incomplete SKU continuity,,4,2025-03-20,2025-09-29,5.0000,5.0000,149.95,149.95,PRESERVABLE_HISTORICAL_CANONICAL_IDENTITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41318388498507|2156|BRILLA PROSECCO ROSE EXTRA DRY|200ML,274,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,RESTORE_HISTORICAL_IDENTITY,true,41318388498507,2156,Brilla Prosecco Rose Extra Dry,200ML,41318388498507,SUCCESSOR,41154955444299->41318388498507,41154955444299,41318388498507,false,65,exact nonblank SKU; exact normalized title/size; clean non-overlapping predecessor-to-successor chronology,,19,2025-04-25,2026-03-10,24.0000,24.0000,143.76,143.76,PRESERVABLE_HISTORICAL_CANONICAL_IDENTITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41318388531275|2121|BRILLA PROSECCO ROSE EXTRA DRY|1.5L,275,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,RESTORE_HISTORICAL_IDENTITY,true,41318388531275,2121,Brilla Prosecco Rose Extra Dry,1.5L,41318388531275,SUCCESSOR,41154955477067->41318388531275,41154955477067,41318388531275,false,12,exact nonblank SKU; exact normalized title/size; clean non-overlapping predecessor-to-successor chronology,,8,2025-03-07,2025-06-12,9.0000,9.0000,224.91,224.91,PRESERVABLE_HISTORICAL_CANONICAL_IDENTITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41318388564043|2155|BRILLA PROSECCO EXTRA DRY|200ML,276,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,RESTORE_HISTORICAL_IDENTITY,true,41318388564043,2155,Brilla Prosecco Extra Dry,200ML,41318388564043,SUCCESSOR,41154955345995->41318388564043,41154955345995,41318388564043,false,49,exact nonblank SKU; exact normalized title/size; clean non-overlapping predecessor-to-successor chronology,,17,2025-03-21,2025-12-31,38.0000,38.0000,227.62,227.62,PRESERVABLE_HISTORICAL_CANONICAL_IDENTITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41318388596811|2123|BRILLA PROSECCO EXTRA DRY|1.5L,277,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,RESTORE_HISTORICAL_IDENTITY,true,41318388596811,2123,Brilla Prosecco Extra Dry,1.5L,41318388596811,SUCCESSOR,41154955378763->41318388596811,41154955378763,41318388596811,false,56,exact nonblank SKU; exact normalized title/size; clean non-overlapping predecessor-to-successor chronology,,10,2025-03-29,2025-10-24,13.0000,13.0000,324.87,324.87,PRESERVABLE_HISTORICAL_CANONICAL_IDENTITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41318388924491||PEYCHAUD S AROMATIC COCKTAIL BITTERS|5OZ,278,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,RESTORE_HISTORICAL_IDENTITY,true,41318388924491,,Peychaud's Aromatic Cocktail Bitters,5oz,41318388924491,SUCCESSOR,41154951118923->41318388924491,41154951118923,41318388924491,false,5,owner-approved exception; exact normalized title/size; clean non-overlapping predecessor-to-successor chronology; incomplete SKU continuity,,9,2025-03-07,2025-12-06,9.0000,9.0000,62.91,62.91,PRESERVABLE_HISTORICAL_CANONICAL_IDENTITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41318389317707|3012511|BELVEDERE ORGANIC VODKA|750ML,279,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,RESTORE_HISTORICAL_IDENTITY,true,41318389317707,3012511,Belvedere Organic Vodka,750ML,41318389317707,SUCCESSOR,41154906423371->41318389317707,41154906423371,41318389317707,false,191,exact nonblank SKU; exact normalized title/size; clean non-overlapping predecessor-to-successor chronology,,4,2025-07-03,2025-12-28,4.0000,4.0000,155.96,155.96,PRESERVABLE_HISTORICAL_CANONICAL_IDENTITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
PHASE4_TERMINAL_DISPOSITION_V1,41536067764299||ON THE ROCKS SPARKLING LIME MARGARITA 4 PACK|12OZ,286,95fe0c7902efc337bb51ba0b5a2f974f9b2ac76d7221a25e7dcd52a8cd28d287,LEAVE_UNRESOLVED,RESTORE_HISTORICAL_IDENTITY,true,41536067764299,,On The Rocks Sparkling Lime Margarita 4 Pack,12oz,41536067764299,,,,,,,,,4,2025-06-21,2025-07-25,4.0000,4.0000,58.96,58.96,PRESERVABLE_HISTORICAL_CANONICAL_IDENTITY,phase4-terminal-disposition-evidence-v1,OWNER_AUTHORIZATION_2026-08-21_PHASE4_TERMINAL_PACKET,d389079c-eabf-49b5-a245-40a207025fd7
