alias_id,variant_id,old_variant_id,historical_product_title,historical_variant_title,historical_sku,match_method,is_current_id,source,notes
1505,42913389477963,41318371065931,Deep Eddy Lemon Vodka,375ML,9185658,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1506,42913389543499,41157552832587,Deep Eddy Lemon Vodka,1.75L,9185657,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1507,42913389510731,42913389510731,Deep Eddy Lemon Vodka,1L,9185656,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1508,42913389412427,41318370967627,Deep Eddy Lime Vodka,1L,3007018,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1509,42913389379659,41318370934859,Deep Eddy Lime Vodka,375ML,3010423,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1510,42913389445195,41157553061963,Deep Eddy Lime Vodka,50ML,3007020,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1511,41157552963659,41157552963659,Deep Eddy Lime Vodka,1.75L,3007017,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1512,42913389412427,42913389412427,Deep Eddy Lime Vodka,1L,3007018,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1513,42913389445195,41318371000395,Deep Eddy Lime Vodka,50ML,3007020,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1514,42913389412427,41157553029195,Deep Eddy Lime Vodka,1L,3007018,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1515,41157553094731,41157553094731,Deep Eddy Orange Vodka,1L,9251403,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1516,42913389346891,41157553225803,Deep Eddy Original Vodka,1L,9178383,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1517,42913389346891,41318370803787,Deep Eddy Original Vodka,1L,9178383,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1518,42913389314123,41318370771019,Deep Eddy Original Vodka,375ML,9185659,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1519,41157553160267,41157553160267,Deep Eddy Original Vodka,1.75L,9178384,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1520,41157553258571,41157553258571,Deep Eddy Peach Vodka,1L,9204293,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1521,42913389215819,41318370607179,Deep Eddy Ruby Red Vodka,375ML,9185661,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1522,42913389248587,41157553389643,Deep Eddy Ruby Red Vodka,1L,9178387,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1523,42913389281355,41318370672715,Deep Eddy Ruby Red Vodka,50ML,3005434,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1524,42913389248587,41318370639947,Deep Eddy Ruby Red Vodka,1L,9178387,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1525,42913389215819,42913389215819,Deep Eddy Ruby Red Vodka,375ML,9185661,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1526,42913389215819,41157553356875,Deep Eddy Ruby Red Vodka,375ML,9185661,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1527,42913389281355,41157553422411,Deep Eddy Ruby Red Vodka,50ML,3005434,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1528,41157553324107,41157553324107,Deep Eddy Ruby Red Vodka,1.75L,9178388,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1529,41716810448971,41716810448971,Deep Eddy Vodka + Tea Variety Pack,6pk-12oz Cans,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1530,42913389117515,41318370476107,Disaronno Originale,750ML,46441,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1531,42913389150283,41157553553483,Disaronno Originale,1.75L,46425,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1532,41318370410571,41157553619019,Disaronno Originale,200ML,3005609,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1533,41318370410571,41318370410571,Disaronno Originale,200ML,3005609,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1534,42913389117515,41157553684555,Disaronno Originale,750ML,46441,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1535,42913389084747,41318370377803,Disaronno Originale,375ML,9043783,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1536,42913389084747,41157553586251,Disaronno Originale,375ML,9043783,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1537,41157553848395,41157553848395,Empress 1908 Elderflower Rose Gin,750ML,3013848,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1538,42913388953675,41157553946699,Empress 1908 Gin,1L,3012204,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1539,42913388953675,41318370279499,Empress 1908 Gin,1L,3012204,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1540,41157553913931,41157553913931,Empress 1908 Gin,375ML,3002221,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1541,42913388986443,41157553979467,Empress 1908 Gin,750ML,9264441,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1542,42913388986443,41318370312267,Empress 1908 Gin,750ML,9264441,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1543,41157554012235,41157554012235,Empress 1908 gin cucumber lemon,750ML,3015672,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1544,42913388888139,41157554045003,Fernet-Branca Liqueur 78 Proof,750ML,3002647,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1545,41999103721547,41999103721547,Fernet Branca,375ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1546,42913388822603,41318370181195,Five Farms Irish Cream,750ML,3000156,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1547,41157554110539,41157554110539,Five Farms Irish Cream,375ML,3004860,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1548,42913388822603,41157554176075,Five Farms Irish Cream,750ML,3000156,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1549,41157554208843,41157554208843,Frontera Cabernet Sauvignon,1.5L,9005625,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1550,41157554307147,41157554307147,Frontera Chardonnay Buttery Valle Central,1.5L,3012411,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1551,41157554372683,41157554372683,Frontera Sauvignon Blanc,1.5L,1809821,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1552,41157554602059,41157554602059,Glenfiddich 12Yrs Single Malt Scotch,1L,9011439,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1553,41157554602059,41157554602059,Glenfiddich 12 Year Single Malt Scotch,1L,9011439,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1554,42913388625995,41157554667595,Glenfiddich 12 Year Single Malt Scotch,750ML,9033615,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1555,42913388560459,41157554733131,Glenfiddich 14Yrs Bourbon Barrel,750ML,9191391,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1556,41157554831435,41157554831435,Glenfiddich 18Yrs Single Malt Scotch,750ML,9186065,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1557,41157554929739,41157554929739,Grant's Triple Wood Blended Scotch Whisky,1.75L,9001734,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1558,42913388429387,41318370017355,Grant's Triple Wood Blended Scotch Whisky,1L,9001733,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1559,42913388462155,41318370050123,Grant's Triple Wood Blended Scotch Whisky,750ML,9001732,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1560,42913388462155,41157554995275,Grant's Triple Wood Blended Scotch Whisky,750ML,9001732,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1561,41157555093579,41157555093579,Great Jones Straight Bourbon,750ML,3006071,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1562,41157555159115,41157555159115,Green River Straight Wheated,750ML,3012849,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1563,41157555191883,41157555191883,Green River Full Proof Kentucky Straight,750ML,3016352,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1564,41157555257419,41157555257419,Green River Kentucky Straight Bourbon,750ML,3012848,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1565,41157555257419,41157555257419,Green River Kentucky Straight Bourbon Whiskey,750ML,3012848,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1566,41157555290187,41157555290187,Green River Kentucky Straight Rye Whiskey,750ML,3014709,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1567,42913388232779,41318369951819,Hazlitt Red Cat,3L,3012470,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1568,42913388232779,41157555355723,Hazlitt Red Cat,3L,3012470,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1569,41157555322955,41157555322955,Hazlitt Red Cat,1.5L,3012476,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1570,42913388167243,41318369919051,Hazlitt White Cat,3L,3012472,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1571,41157555421259,41157555421259,Hazlitt White Cat,1.5L,3012478,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1572,42913388167243,41157555454027,Hazlitt White Cat,3L,3012472,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1573,42913388068939,41318369886283,Hendrick's Gin,750ML,9018599,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1574,42913388068939,41157555585099,Hendrick's Gin,750ML,9018599,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1575,41318369820747,41318369820747,Hendrick's Gin,375ML,9258038,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1576,42913388101707,41157555486795,Hendrick's Gin,1.75L,9070208,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1577,42913388068939,42913388068939,Hendrick's Gin,750ML,9018599,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1578,41157555650635,41157555650635,Hendrick's Grand Cabaret Gin,750ML,3014483,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1579,41157555683403,41157555683403,Hess Wines Chardonnay California,750ML,3015819,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1580,41157555814475,41157555814475,Isaac Bowman Port Finish Straight Bourbon,750ML,3000757,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1581,42913387970635,41262443462731,Jose Cuervo Classic Margarita,1.75L,9000402,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1582,41157555880011,41157555880011,Jose Cuervo Classic Margarita,200ML,9000402,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1583,41157555880011,41157555880011,Jose Cuervo Classic Lime Margarita,200ML,9000402,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1584,41157555945547,41157555945547,Jose Cuervo Coconut Pineapple Margarita,1.75L,9182047,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1585,41157556011083,41157556011083,Jose Cuervo Mango Margarita,1.75L,9083494,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1586,42913387872331,41157556043851,Jose Cuervo Mango Margarita,200ML,3004064,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1587,42913387806795,41157556109387,Jose Cuervo Pink Lemonade Margarita,1.75L,9197175,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1588,42913387806795,41157556109387,Jose Cuervo Authentic Pink Lemonade Margarita,1.75L,9197175,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1589,41157556076619,41157556076619,Jose Cuervo Pink Lemonade Margarita,200ML,3003161,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1590,41157556142155,41157556142155,Jose Cuervo Strawberry Lime Margarita,1.75L,9000396,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1591,42913387708491,41157556174923,Jose Cuervo Strawberry Lime Margarita,200ML,9182049,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1592,41157556240459,41157556240459,Jose Cuervo Devil's Reserve Tequila,375ML,3016236,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1593,42913387642955,41157556305995,Jose Cuervo Devil's Reserve Tequila,750ML,3016234,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1594,42913387577419,41157556535371,Jose Cuervo Especial Gold,375ML,9043863,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1595,42913387479115,41318369591371,Jose Cuervo Especial Gold Tequila,200ML,9000401,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1596,42913387413579,41318369525835,Jose Cuervo Especial Gold Tequila,1L,9000399,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1597,42913387479115,41318369591371,Jose Cuervo Especial Gold,200ML,9000401,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1598,42913387413579,41318369525835,Jose Cuervo Especial Gold,1L,9000399,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1599,42913387511883,41318369624139,Jose Cuervo Especial Gold,100ML,9174464,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1600,42913387446347,41318369558603,Jose Cuervo Especial Gold Tequila,750ML,9000406,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1601,42913387577419,41318369689675,Jose Cuervo Especial Gold,375ML,9043863,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1602,42913387511883,41318369624139,Jose Cuervo Especial Gold Tequila,100ML,9174464,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1603,42913387446347,41318369558603,Jose Cuervo Especial Gold,750ML,9000406,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1604,42913387577419,41318369689675,Jose Cuervo Especial Gold Tequila,375ML,9043863,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1605,41157556338763,41157556338763,Jose Cuervo Especial Gold Tequila,1.75L,9000400,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1606,42913387544651,41318369656907,Jose Cuervo Especial Gold Tequila,50ML,9036827,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1607,42913387479115,42913387479115,Jose Cuervo Especial Gold Tequila,200ML,9000401,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1608,42913387479115,41157556437067,Jose Cuervo Especial Gold,200ML,9000401,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1609,42913387446347,41157556404299,Jose Cuervo Especial Gold,750ML,9000406,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1610,41157556338763,41157556338763,Jose Cuervo Especial Gold,1.75L,9000400,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1611,42913387544651,41318369656907,Jose Cuervo Especial Gold,50ML,9036827,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1612,42913387184203,41157556600907,Jose Cuervo Especial Silver,1L,9073853,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1613,42913387249739,41318369394763,Jose Cuervo Especial Silver,200ML,9073517,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1614,42913387315275,41318369460299,Jose Cuervo Especial Silver,100ML,9174465,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1615,42913387348043,41318369493067,Jose Cuervo Especial Silver,50ML,9073519,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1616,42913387216971,41157556633675,Jose Cuervo Especial Silver,750ML,9073854,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1617,41157556568139,41157556568139,Jose Cuervo Especial Silver,1.75L,9073852,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1618,42913387282507,41157556699211,Jose Cuervo Especial Silver,375ML,9073516,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1619,42913387315275,41157556731979,Jose Cuervo Especial Silver,100ML,9174465,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1620,42913387184203,41318369329227,Jose Cuervo Especial Silver,1L,9073853,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1621,42913387348043,41157556764747,Jose Cuervo Especial Silver,50ML,9073519,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1622,42913387216971,41318369361995,Jose Cuervo Especial Silver,750ML,9073854,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1623,42913387282507,41318369427531,Jose Cuervo Especial Silver,375ML,9073516,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1624,42913387118667,41157556863051,Jose Cuervo Margarita Mix,1L,9021973,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1625,41157556830283,41157556830283,Jose Cuervo Margarita Mix,1.75L,9021972,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1626,41157556895819,41157556895819,Juggernaut Hillside Cabernet Sauvignon,750ML,3016337,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1627,41157556928587,41157556928587,Juggernaut Pinot Noir Russian River,750ML,3014886,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1628,41157556994123,41157556994123,Kono Sauvignon Blanc Marlborough,750ML,3014764,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1629,42913386987595,41157557157963,Kraken Black Spiced Rum 94 Proof,750ML,9094738,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1630,42913386922059,41318369230923,Kraken Black Spiced Rum 94 Proof,50ML,9168119,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1631,42913386954827,41318369263691,Kraken Black Spiced Rum 94 Proof,1L,9139012,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1632,41157557026891,41157557026891,Kraken Black Spiced Rum 94 Proof,1.75L,9096578,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1633,42913386922059,41157557092427,Kraken Black Spiced Rum 94 Proof,50ML,9168119,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1634,42913386889291,41157557059659,Kraken Black Spiced Rum 94 Proof,375ML,9151433,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1635,42913386889291,41318369198155,Kraken Black Spiced Rum 94 Proof,375ML,9151433,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1636,42913386987595,41318369296459,Kraken Black Spiced Rum 94 Proof,750ML,9094738,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1637,41157557256267,41157557256267,Louis Jadot Beaujolais-Villages,750ML,9027275,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1638,41157557289035,41157557289035,Louis Jadot Macon-Villages,750ML,9027304,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1639,41157557354571,41157557354571,Masi Agricola Veronese Campofiorin Rosso,750ML,9125060,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1640,41157557452875,41157557452875,Michter's Single Barrel Straight Rye,750ML,9033295,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1641,41157557485643,41157557485643,Michter's Small Batch Straight Bourbon,750ML,9013044,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1642,41157557551179,41157557551179,Michter's Sour Mash Whiskey,750ML,9159792,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1643,41157557583947,41157557583947,Michter's US*1 Unblended American Whiskey,750ML,9013045,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1644,41157557649483,41157557649483,Milagro Anejo Tequila,750ML,9001699,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1645,41157557649483,41157557649483,Milagro A–ejo Tequila,750ML,9001699,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1646,42913386692683,41318369165387,Milagro Reposado Tequila,750ML,9001701,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1647,42913386692683,41157557715019,Milagro Reposado Tequila,750ML,9001701,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1648,41157557682251,41157557682251,Milagro Reposado Tequila,375ML,3003735,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1649,42913386561611,41318369132619,Milagro Silver Tequila,750ML,9001700,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1650,42913386561611,41157557813323,Milagro Silver Tequila,750ML,9001700,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1651,42913386594379,41157557747787,Milagro Silver Tequila,1.75L,9008626,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1652,41318369099851,41157557780555,Milagro Silver Tequila,375ML,9005264,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1653,41318369099851,41318369099851,Milagro Silver Tequila,375ML,9005264,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1654,41157557977163,41157557977163,Milam & Greene Triple Cask Bourbon,750ML,3006148,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1655,41157558042699,41157558042699,Milam & Greene Very Small Batch,750ML,3013221,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1656,42913386430539,41318369067083,Mohawk Blackberry Brandy,375ML,9045285,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1657,42913386397771,41157558108235,Mohawk Blackberry Brandy,1L,9045283,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1658,42913386430539,41157558141003,Mohawk Blackberry Brandy,375ML,9045285,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1659,41157558075467,41157558075467,Mohawk Blackberry Brandy,1.75L,9045282,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1660,42913386397771,41318369034315,Mohawk Blackberry Brandy,1L,9045283,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1661,42913386266699,41157558239307,Monkey Shoulder Blended Malt Scotch,1L,3015686,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1662,42913386299467,41157558173771,Monkey Shoulder Blended Malt Scotch,1.75L,3003730,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1663,41157558272075,41157558272075,Monkey Shoulder Blended Malt Scotch,750ML,9157494,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1664,41157558304843,41157558304843,Mr. Boston Blue Curacao,1L,9004670,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1665,41157558337611,41157558337611,Mr. Boston Peach Schnapps,1L,9004651,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1666,41157558403147,41157558403147,Mr. Boston Triple Sec,1L,9004669,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1667,41157558435915,41157558435915,Mr. Boston Vodka,1.75L,9044733,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1668,42913386135627,41318368936011,Mr. Boston Vodka,750ML,9044732,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1669,42913386037323,41157558468683,Mr. Boston Vodka,1L,9044709,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1670,42913386102859,41157558534219,Mr. Boston Vodka,375ML,9044736,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1671,42913386037323,41318368837707,Mr. Boston Vodka,1L,9044709,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1672,42913386102859,41318368903243,Mr. Boston Vodka,375ML,9044736,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1673,42913386070091,41318368870475,Mr. Boston Vodka,200ML,9044734,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1674,42913386135627,41157558566987,Mr. Boston Vodka,750ML,9044732,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1675,42913386070091,42913386070091,Mr. Boston Vodka,200ML,9044734,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1676,42913386070091,41157558501451,Mr. Boston Vodka,200ML,9044734,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1677,41318368804939,41318368804939,Mr. Boston Vodka 100 Proof,375ML,9044730,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1678,42913385939019,41157558632523,Mr. Boston Vodka 100 Proof,1.75L,9044728,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1679,42913385906251,41318368739403,Mr. Boston Vodka 100 Proof,1L,9044708,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1680,41157558763595,41157558763595,Natura Pinot Noir,750ML,9168068,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1681,41157558829131,41157558829131,Natura Rose,750ML,3013562,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1682,41157559058507,41157559058507,PARROT BAY RUM BUCKET 90PF 20PK,50ML,3006791,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1683,41157559058507,41157559058507,Parrot Bay Rum Bucket,50ML,3006791,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1684,41157559058507,41157559058507,Parrot Bay Strawberry,50ML,3006791,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1685,41157559156811,41157559156811,Pighin Friuli Pinot Grigio Estate Bottled,750ML,9027520,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1686,41157559189579,41157559189579,Poema Brut Cava,750ML,3002304,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1687,41157559255115,41157559255115,Poema Brut Rose Cava,750ML,3002307,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1688,41157559287883,41157559287883,Proper No. Twelve Irish Apple Whisky,750ML,3012141,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1689,41157559320651,41157559320651,Proper No. Twelve Irish Whiskey,1L,3002863,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1690,42913385676875,41318368673867,Proper No. Twelve Irish Whiskey,750ML,3001850,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1691,42913385709643,41318368706635,Proper No. Twelve Irish Whiskey,1.75L,3004798,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1692,42913385676875,41157559353419,Proper No. Twelve Irish Whiskey,750ML,3001850,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1693,42913385578571,41318368608331,Raynal VSOP Rare Old French Brandy,1L,9019466,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1694,42913385578571,41157559484491,Raynal VSOP Rare Old French Brandy,1L,9019466,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1695,42913385611339,41318368641099,Raynal VSOP Rare Old French Brandy,750ML,9030349,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1696,42913385611339,41157559517259,Raynal VSOP Rare Old French Brandy,750ML,9030349,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1697,41157559550027,41157559550027,Rebellious Red Blend California,750ML,3013289,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1698,41318368575563,41157559713867,Reyka Vodka,750ML,9005266,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1699,42913385414731,41157559681099,Reyka Vodka,1.75L,9019698,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1700,41318368575563,41318368575563,Reyka Vodka,750ML,9005266,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1701,42913385381963,42913385381963,Reyka Vodka,1L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1702,42913385381963,41687541710923,Reyka Vodka,1L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1703,42913385250891,41157559779403,Riunite Lambrusco,3L,1827310,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
