alias_id,variant_id,old_variant_id,historical_product_title,historical_variant_title,historical_sku,match_method,is_current_id,source,notes
1,41154906226763,41154906226763,Ardbeg 10 Year Single Malt Scotch Whisky,750ML,9002432,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
2,41154906292299,41154906292299,Ardbeg Wee Beastie,750ML,3005525,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
3,41318389252171,41318389252171,Belvedere Organic Vodka,375ML,3012509,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
4,42913416446027,41154906390603,Belvedere Organic Vodka,1L,3012512,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
5,42913416478795,41154906325067,Belvedere Organic Vodka,1.75L,3012513,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
6,42913416446027,41318389284939,Belvedere Organic Vodka,1L,3012512,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
7,41154906456139,41154906456139,Chandon California Brut,750ML,9002451,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
8,41154906488907,41154906488907,Chandon Garden Spritz,750ML,3007822,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
9,41154906521675,41154906521675,Chandon Brut Rose,750ML,9007070,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
10,41154906554443,41154906554443,Veuve Clicquot Rich,750ML,3003002,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
11,41154906619979,41154906619979,Moet & Chandon Nectar Imperial,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
12,41154906685515,41154906685515,Cloudy Bay Sauvignon Blanc,750ML,3014209,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
13,41154906718283,41154906718283,Dom Perignon Champagne Brut,750ML,3012320,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
14,41154906751051,41154906751051,Glenmorangie Lasanta 12Yr Sherry Cask,750ML,3012103,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
15,41154906783819,41154906783819,Glenmorangie Quinta Ruban Port 14Yrs,750ML,3012104,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
16,41154906816587,41154906816587,Glenmorangie 12Yrs Single Malt,750ML,3015606,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
17,41154906849355,41154906849355,Glenmorangie Triple Cask Single Malt,750ML,3015607,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
18,41154906882123,41154906882123,Chateau Les Trois Croix,750ML,3010925,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
19,41154906914891,41154906914891,M de Minuty Rose,750ML,3014774,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
20,42913416413259,41154906980427,Moet & Chandon Imperial,187ML,9034139,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
21,41154906947659,41154906947659,Moet & Chandon Imperial,750ML,9084215,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
22,42913416413259,41154906980427,Moet & Chandon Brut Imperial,187ML,9034139,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
23,41154906947659,41154906947659,Moet & Chandon Brut Imperial,750ML,9084215,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
24,41154907013195,41154907013195,Moet & Chandon Rose Imperial,750ML,9007420,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
25,41154907045963,41154907045963,Numanthia Termes,750ML,3013817,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
26,41154907111499,41154907111499,Skyside Pinot Noir,750ML,3015295,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
27,41154907144267,41154907144267,Terrazas de los Andes Malbec Altos Del Plata Mendoza,750ML,3014223,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
28,41154907144267,41154907144267,Altos Del Plata Mendoza Malbec,750ML,3014223,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
29,41154907177035,41154907177035,Altos del Plata Cabernet Sauvignon,750ML,3012656,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
30,41154907209803,41154907209803,Terrazas de los Andes Reserva Malbec,750ML,3012657,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
31,41154907242571,41154907242571,The Beach by Whispering Angel,750ML,3015601,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
32,41462550462539,41462550462539,Whispering Angel Rose,375ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
33,42913416380491,41154907340875,Whispering Angel Rose,750ML,3014931,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
34,42913416380491,42913416380491,Whispering Angel Rose,750ML,3014931,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
35,41154907439179,41154907439179,Woodinville Bourbon Port Cask Finish,750ML,3005011,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
36,41154950692939,41154950692939,Doc Swinson's 5Yrs Straight Bourbon,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
37,41154950725707,41154950725707,Doc Swinson's Triple Cask Bourbon,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
38,41154950758475,41154950758475,Doc Swinson's Finished In Solera Rye,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
39,41154950791243,41154950791243,Faber Distilling Co. Chocolate Vodka,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
40,41154950824011,41154950824011,Faber Distilling Raspberry Schnapps Liqueur,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
41,41154950889547,41154950889547,Fruitful Mixology Blood Orange Liqueur,1L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
42,41154950955083,41154950955083,Fruitful Passion Fruit Liqueur,1L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
43,41154951053387,41154951053387,Madre Mezcal,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
44,41154951086155,41154951086155,Peychaud's Aromatic Cocktail Bitters,10oz,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
45,41318388891723,41318388891723,Regan's No. 6 Orange Bitters,10oz,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
46,41154951217227,41154951217227,Zumbador Blanco Tequila 100% de Agave,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
47,41154951249995,41154951249995,Zumbador Reposado Tequila 100% de Agave,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
48,41318388727883,41154954756171,A&J Chardonnay,1.5L,19117,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
49,41318388727883,41318388727883,A&J Chardonnay,1.5L,19117,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
50,41154954985547,41154954985547,Bar Water Vodka Loganberry,1L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
51,41154955018315,41154955018315,Bar Water Vodka Original,1L,19381,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
52,42913416347723,41154955083851,Bar Water Vodka Original,1.75L,19382,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
53,42913416314955,41318388629579,Bar Water Vodka Original,375ML,19383,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
54,42913416314955,42913416314955,Bar Water Vodka Original,375ML,19383,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
55,42913416347723,41318388662347,Bar Water Vodka Original,1.75L,19382,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
56,42913416314955,41154955051083,Bar Water Vodka Original,375ML,19383,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
57,42913416347723,42913416347723,Bar Water Vodka Original,1.75L,19382,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
58,41154955149387,41154955149387,Barmen 1873 Bourbon,750ML,26441,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
59,41154955247691,41154955247691,Brilla Delle Venezie Pinot Grigio Rose,750ML,2209,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
60,41154955313227,41154955313227,Brilla Prosecco Extra Dry,750ML,2122,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
61,41154955411531,41154955411531,Brilla Prosecco Rose Extra Dry,750ML,2120,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
62,41154955575371,41154955575371,Heron Eclipse Red,750ML,26054,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
63,41154955608139,41154955608139,Heron Hill Classic Semi Dry Riesling,750ML,26053,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
64,41154955640907,41154955640907,Heron Hill Winery Semi-Sweet Riesling,750ML,26052,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
65,41154955706443,41154955706443,Hoyser Coffee Whiskey,750ML,2150,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
66,41154955706443,41154955706443,Hoyser Drunken Bean Coffee Whiskey,750ML,2150,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
67,41154955739211,41154955739211,Killr Flavoured Whiskey,50ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
68,41154955739211,41154955739211,Killr Kck Sour Apple Vodka,50ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
69,41154955771979,41154955771979,Lifevine Cabernet Sauvignon,750ML,18950,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
70,41154955903051,41154955903051,Lifevine Pinot Noir,750ML,18953,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
71,41154956001355,41154956001355,Lifevine Sauvignon Blanc,750ML,19099,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
72,42913416249419,41318388400203,Molly's Irish Cream,50ML,18635,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
73,42913416249419,41154956066891,Molly's Irish Cream,50ML,18635,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
74,42913416282187,41318388432971,Molly's Irish Cream,1.75L,7054,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
75,41154956034123,41154956034123,Molly's Irish Cream,1L,7047,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
76,41154956165195,41154956165195,Party Horses Flavoured Whiskey,50ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
77,41716814118987,41154956230731,Surfside Lemonade Variety,355ML,18096,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
78,41716814118987,41154956230731,Surf Lemonade Variety,355ML,18096,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
79,41716814118987,41716814118987,Surfside Lemonade Variety,8pk-12oz Cans,18096,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
80,41716814086219,41154956296267,Surfside Tea Variety Pack,355ML,18093,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
81,41716814086219,41716814086219,Surfside Tea Variety Pack,8pk-12oz Cans,18093,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
82,41716814086219,41154956296267,Surfside Variety Pack,355ML,18093,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
83,41716814086219,41154956296267,Surf Variety Pack,355ML,18093,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
84,41154968879179,41154968879179,1911 Bourborn,750ML,190007,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
85,41154968944715,41154968944715,1911 Straight Rye,750ML,190013,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
86,41154968977483,41154968977483,Beatbox Blue Razzberry,500ML,445501,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
87,41154969043019,41154969043019,Beatbox Fruit Punch,500ML,445504,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
88,41154969075787,41154969075787,Beatbox Green Apple,500ML,445511,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
89,41154969108555,41154969108555,BeatBox Juicy Mango,500ML,445505,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
90,41154969108555,41154969108555,Beatbox Peach Tea,500ML,445505,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
91,41154969174091,41154969174091,Beatbox Orange Blast,500ML,445516,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
92,41154969206859,41154969206859,Cask & Crew Rye,750ML,390151,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
93,41716814053451,41716814053451,Cutwater Spicy Bloody Mary Cocktail,4pk-12oz Cans,300023,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
94,41716814053451,41154969239627,Cutwater Spicy Bloody Mary Cocktail,12oz,300023,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
95,41716814020683,41716814020683,Cutwater Espresso Martini,4pk-12oz Cans,302028,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
96,41716814020683,41154969305163,Cutwater Spirits Espresso Martini,12oz,302028,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
97,41716813987915,41716813987915,Cutwater Vodka Transfusion,4pk-12oz Cans,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
98,41716813955147,41716813955147,Cutwater Long Island Iced Tea,4pk-12oz Cans,300002,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
99,41716813955147,41154969370699,Cutwater Long Island Iced Tea,12oz,300002,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
100,41716813922379,41716813922379,Cutwater Peppermint White Russian,4pk-12oz Cans,302072,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
101,41716813922379,41154969436235,Cutwater Spirits Peppermint White Russian,12oz,302072,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
102,41716813922379,41154969436235,Cutwater Peppermint White Russian,12oz,302072,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
103,41716813889611,41716813889611,Cutwater Bali Hai Tiki Rum Punch,4pk-12oz Cans,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
104,41716813856843,41716813856843,Cutwater Lime Tequila Margarita,4pk-12oz Cans,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
105,41716813824075,41716813824075,Cutwater Red White & Blue Variety,8pk-200ML Cans,301993,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
106,41716813824075,41154969567307,Cutwater Spirits Margarita Variety Pack,200ML,301993,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
107,41716813791307,41716813791307,Cutwater Vodka Mule,4pk-12oz Cans,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
108,41716813725771,41154969698379,Cutwater White Russian,12oz,300003,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
109,41716813725771,41716813725771,Cutwater White Russian,4pk-12oz Cans,300003,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
110,41154969731147,41154969731147,Fox Run Chardonnay,750ML,209100,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
111,41154969829451,41154969829451,Free Run Pinot Noir,750ML,122003,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
112,41154969829451,41154969829451,Freedom Run Pinot Noir,750ML,122003,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
113,41154969862219,41154969862219,Free Run Unoaked Chardonnay,750ML,122001,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
114,41154969862219,41154969862219,Freedom Run Unoaked Chardonnay,750ML,122001,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
115,41154969894987,41154969894987,Hoshi Sake,750ML,153056,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
116,42913416183883,41318387810379,Mano's Wine Bills Mafia Juice Rose,750ML,202236,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
117,42913416183883,41154969993291,Mano's Wine Bills Mafia Juice Rose,750ML,202236,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
118,41154969960523,41154969960523,Mano's Wine Bills Mafia Juice Rose,3L,202243,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
119,41154970026059,41154970026059,Mano'S Hey Eycabernet Sauvignon,750ML,202242,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
120,41154970026059,41154970026059,Mano'S Hey Ey cabernet Sauvignon,750ML,202242,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
121,42913416151115,41318387777611,Merritt Estate Winery Bella Rosa,750ML,145003,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
122,42913416151115,41154970124363,Merritt Estate Winery Bella Rosa,750ML,145003,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
123,41154970091595,41154970091595,Merritt Estate Winery Bella Rosa,1.5L,145004,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
124,42913416151115,42913416151115,Merritt Estate Winery Bella Rosa,750ML,145003,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
125,41716813693003,41716813693003,NUTRL Cranberry Variety 8 Pack,8pk-12oz Cans,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
126,41716813660235,41716813660235,NUTRL Lemonade Variety 8 Pack,8pk-12oz Cans,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
127,41716813627467,41716813627467,NUTRL Fruit Variety Pack,12pk-12oz Cans,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
128,41716813627467,41716813627467,NUTRL Fruit Variety 12 Pack,8pk-12oz Cans,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
129,41154970288203,41154970288203,O'Reilly'S Irish Cream,1.5L,153045,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
130,42913416118347,41154970320971,O'Reilly'S Irish Cream,750ML,153044,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
131,42913416118347,41318387744843,O'Reilly'S Irish Cream,750ML,153044,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
132,42913416085579,41318387712075,Recipe 21 Blended Whiskey,375ML,170986,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
133,42913416052811,41318387679307,Recipe 21 Blended Whiskey,1L,170982,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
134,41154970386507,41154970386507,Recipe 21 Blended Whiskey,1.75L,170985,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
135,41154970484811,41154970484811,Recipe 21 Cherry Vodka,1.75L,170976,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
136,42913415987275,41318387646539,Recipe 21 Cherry Vodka,1L,170979,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
137,42913415987275,41154970517579,Recipe 21 Premium Cherry Flavored Vodka,1L,170979,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
138,42913415954507,41318387613771,Recipe21 Grape,1L,170975,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
139,41154970550347,41154970550347,Recipe 21 Grape,1.75L,170971,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
140,42913415954507,41318387613771,Recipe 21 Grape,1L,170975,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
141,41154970550347,41154970550347,Recipe21 Grape,1.75L,170971,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
142,42913415954507,41154970583115,Recipe21 Grape,1L,170975,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
143,42913415921739,41318387581003,Recipe 21 Orange Vodka,1L,170980,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
144,41154970648651,41154970648651,Recipe 21 Orange Flavored Vodka,1.75L,170981,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
145,41154970648651,41154970648651,Recipe 21 Orange Vodka,1.75L,170981,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
146,42913415921739,41154970681419,Recipe 21 Orange Flavored Vodka,1L,170980,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
147,41154970714187,41154970714187,Recipe 21 Peach Schnapps,1L,170910,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
148,41154970714187,41154970714187,Recipe21 Peach Schnapps,1L,170910,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
149,41154970746955,41154970746955,Recipe 21 Premium Raspberry Flavored Vodka,1.75L,170969,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
150,42913415888971,41318387548235,Recipe 21 Raspberry Vodka,1L,170968,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
151,41154970746955,41154970746955,Recipe 21 Raspberry Vodka,1.75L,170969,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
152,42913415888971,41154970779723,Recipe 21 Premium Raspberry Flavored Vodka,1L,170968,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
153,41154970845259,41154970845259,Recipe 21 Triple Sec,1L,170915,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
154,41318387515467,41154970976331,Recipe 21 Premium Vodka,50ML,170955,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
155,41318387515467,41318387515467,Recipe 21 Premium Vodka,50ML,170955,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
156,42913415790667,41154970878027,Recipe 21 Premium Vodka,1L,170960,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
157,42913415823435,41154970910795,Recipe 21 Premium Vodka,1.75L,170970,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
158,42913415757899,41318387482699,Recipe 21 Premium Vodka,375ML,170965,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
159,42913415823435,41318387449931,Recipe 21 Premium Vodka,1.75L,170970,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
160,42913415757899,42913415757899,Recipe 21 Premium Vodka,375ML,170965,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
161,42913415790667,42913415790667,Recipe 21 Premium Vodka,1L,170960,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
162,42913415823435,42913415823435,Recipe 21 Premium Vodka,1.75L,170970,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
163,42913415757899,41154970943563,Recipe 21 Premium Vodka,375ML,170965,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
164,41716813594699,41154971041867,Sandbagger Variety 8Pk,12oz,202554,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
165,41716813594699,41716813594699,Sandbagger Variety 8Pk,8pk-12oz Cans,202554,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
166,41716813561931,41716813561931,Sandbagger Vodka Transfusion,4pk-12oz Cans,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
167,41716813529163,41716813529163,Sunny D Vodka Seltzer,4pk-12oz Cans,400000,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
168,41716813529163,41154971140171,Sunny D Vodka Seltzer,4 Pack,400000,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
169,41716813496395,41154971271243,Togronis Negroni,100ML,125100,SKU,0,historical_detail_2024-11-01_to_2026-07-22,
170,41716813496395,41716813496395,Togronis Negroni,4plk-100ML Cans,125100,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
171,41318387384395,41318387384395,Windsor Blended,1L,153034,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
172,42913415725131,41318387417163,Windsor Blended,375ML,153037,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
173,41156898685003,41156898685003,2XO American Oak Bourbon,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
174,41156898685003,41156898685003,2XO The Tribute Blend Kentucky Straight,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
175,41156898717771,41156898717771,Artesano Malbec White,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
176,41156898816075,41156898816075,Bear Fight Kentucky Reserve Straight Bourbon,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
177,41156898848843,41156898848843,BioKult Naken Skin Fermented Wine,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
178,41156898881611,41156898881611,Black Stallion Cabernet Sauvignon North Coast,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
179,41156898881611,41156898881611,Black Stallion Cabernet Sauvignon Napa Valley,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
180,41156898914379,41156898914379,Boissiere Extra Dry Vermouth,1L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
181,41156898947147,41156898947147,Boissiere Sweet Red Vermouth,1L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
182,41156898979915,41156898979915,Bota Box Breeze Cabernet Sauvignon,3L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
183,41156899012683,41156899012683,Bota Box Breeze Chardonnay,3L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
184,41156899045451,41156899045451,Bota Box Breeze Pinot Grigio,3L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
185,41156899078219,41156899078219,Bota Box Cabernet Sauvignon California,3L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
186,42913415659595,41318387286091,Bota Box Chardonnay,3L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
187,42913415659595,41156899143755,Bota Box Chardonnay,3L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
188,41156899110987,41156899110987,Bota Box Chardonnay,500ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
189,41156899209291,41156899209291,Bota Box Merlot,3L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
190,41156899242059,41156899242059,Bota Box Nighthawk Bourbon Barrel Cabernet Sauvignon,3L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
191,41156899242059,41156899242059,Bota Box Nighthawk Cabernet Sauvignon,3L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
192,41156899274827,41156899274827,Bota Box Nighthawk Bold Cabernet Sauvignon,3L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
193,41156899307595,41156899307595,Bota Box Nighthawk Black Dark Malbec,3L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
194,41156899340363,41156899340363,Bota Box Nighthawk Red Blend,3L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
195,41156899373131,41156899373131,Bota Box Nighthawk Gold Buttery Chardonnay,3L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
196,41156899405899,41156899405899,Bota Box Old Vine Zinfandel,3L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
197,41156899438667,41156899438667,Bota Box Pinot Grigio,500ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
198,42913415594059,42913415594059,Bota Box Pinot Grigio,3L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
199,42913415594059,41156899471435,Bota Box Pinot Grigio,3L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
200,42913415594059,41318387253323,Bota Box Pinot Grigio,3L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
201,41156899504203,41156899504203,Bota Box Pinot Noir,3L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
202,41156899536971,41156899536971,Bota Box Redvolution,500ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
203,42913415561291,41156899569739,Bota Box Redvolution,3L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
